2023-10-30 11:47:50,081 INFO    StreamThr :15353 [internal.py:wandb_internal():86] W&B internal server running at pid: 15353, started at: 2023-10-30 11:47:50.080329
2023-10-30 11:47:50,082 DEBUG   HandlerThread:15353 [handler.py:handle_request():146] handle_request: status
2023-10-30 11:47:50,090 INFO    WriterThread:15353 [datastore.py:open_for_write():85] open: /Users/noorainkazmi/Documents/GitHub/weights-biases/wandb/run-20231030_114750-6w0bhs3m/run-6w0bhs3m.wandb
2023-10-30 11:47:50,090 DEBUG   SenderThread:15353 [sender.py:send():380] send: header
2023-10-30 11:47:50,104 DEBUG   SenderThread:15353 [sender.py:send():380] send: run
2023-10-30 11:47:50,570 INFO    SenderThread:15353 [dir_watcher.py:__init__():211] watching files in: /Users/noorainkazmi/Documents/GitHub/weights-biases/wandb/run-20231030_114750-6w0bhs3m/files
2023-10-30 11:47:50,570 INFO    SenderThread:15353 [sender.py:_start_run_threads():1122] run started: 6w0bhs3m with start time 1698662870.081221
2023-10-30 11:47:50,584 DEBUG   HandlerThread:15353 [handler.py:handle_request():146] handle_request: check_version
2023-10-30 11:47:50,584 DEBUG   SenderThread:15353 [sender.py:send_request():407] send_request: check_version
2023-10-30 11:47:50,697 DEBUG   HandlerThread:15353 [handler.py:handle_request():146] handle_request: run_start
2023-10-30 11:47:50,704 DEBUG   HandlerThread:15353 [system_info.py:__init__():32] System info init
2023-10-30 11:47:50,704 DEBUG   HandlerThread:15353 [system_info.py:__init__():47] System info init done
2023-10-30 11:47:50,704 INFO    HandlerThread:15353 [system_monitor.py:start():194] Starting system monitor
2023-10-30 11:47:50,704 INFO    SystemMonitor:15353 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-30 11:47:50,705 INFO    HandlerThread:15353 [system_monitor.py:probe():214] Collecting system info
2023-10-30 11:47:50,705 INFO    SystemMonitor:15353 [interfaces.py:start():190] Started cpu monitoring
2023-10-30 11:47:50,705 DEBUG   HandlerThread:15353 [system_info.py:probe():196] Probing system
2023-10-30 11:47:50,705 INFO    SystemMonitor:15353 [interfaces.py:start():190] Started disk monitoring
2023-10-30 11:47:50,708 INFO    SystemMonitor:15353 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-30 11:47:50,711 INFO    SystemMonitor:15353 [interfaces.py:start():190] Started memory monitoring
2023-10-30 11:47:50,713 INFO    SystemMonitor:15353 [interfaces.py:start():190] Started network monitoring
2023-10-30 11:47:50,718 DEBUG   HandlerThread:15353 [system_info.py:_probe_git():181] Probing git
2023-10-30 11:47:50,732 DEBUG   HandlerThread:15353 [system_info.py:_probe_git():189] Probing git done
2023-10-30 11:47:50,732 DEBUG   HandlerThread:15353 [system_info.py:probe():244] Probing system done
2023-10-30 11:47:50,732 DEBUG   HandlerThread:15353 [system_monitor.py:probe():223] {'os': 'macOS-13.5-arm64-arm-64bit', 'python': '3.10.12', 'heartbeatAt': '2023-10-30T10:47:50.706003', 'startedAt': '2023-10-30T10:47:50.068439', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/noorainkazmi/Documents/GitHub/weights-biases/iris--model.py', 'codePathLocal': 'iris--model.py', 'codePath': 'iris--model.py', 'git': {'remote': 'https://github.com/noorains/weights-biases.git', 'commit': '40b29b34d36d37aa5d44ce3c1c3ef228984b5c04'}, 'email': '142994595+nskazmi@users.noreply.github.com', 'root': '/Users/noorainkazmi/Documents/GitHub/weights-biases', 'host': 'Noorains-MacBook-Air.local', 'username': 'noorainkazmi', 'executable': '/Users/noorainkazmi/Documents/GitHub/weights-biases/decision_tree_env/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 460.4317207336426, 'used': 8.884220123291016}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-10-30 11:47:50,732 INFO    HandlerThread:15353 [system_monitor.py:probe():224] Finished collecting system info
2023-10-30 11:47:50,732 INFO    HandlerThread:15353 [system_monitor.py:probe():227] Publishing system info
2023-10-30 11:47:50,732 DEBUG   HandlerThread:15353 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-30 11:47:50,732 DEBUG   HandlerThread:15353 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-30 11:47:50,733 INFO    HandlerThread:15353 [system_monitor.py:probe():229] Finished publishing system info
2023-10-30 11:47:50,735 DEBUG   SenderThread:15353 [sender.py:send():380] send: files
2023-10-30 11:47:50,735 INFO    SenderThread:15353 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-30 11:47:50,739 DEBUG   HandlerThread:15353 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-30 11:47:50,739 DEBUG   HandlerThread:15353 [handler.py:handle_request():146] handle_request: stop_status
2023-10-30 11:47:50,739 DEBUG   SenderThread:15353 [sender.py:send_request():407] send_request: stop_status
2023-10-30 11:47:50,742 DEBUG   HandlerThread:15353 [handler.py:handle_request():146] handle_request: partial_history
2023-10-30 11:47:50,942 DEBUG   SenderThread:15353 [sender.py:send():380] send: telemetry
2023-10-30 11:47:50,942 DEBUG   SenderThread:15353 [sender.py:send():380] send: history
2023-10-30 11:47:50,942 DEBUG   SenderThread:15353 [sender.py:send_request():407] send_request: summary_record
2023-10-30 11:47:50,942 INFO    SenderThread:15353 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-30 11:47:50,942 DEBUG   SenderThread:15353 [sender.py:send():380] send: telemetry
2023-10-30 11:47:50,942 DEBUG   SenderThread:15353 [sender.py:send():380] send: exit
2023-10-30 11:47:50,942 INFO    SenderThread:15353 [sender.py:send_exit():585] handling exit code: 0
2023-10-30 11:47:50,942 INFO    SenderThread:15353 [sender.py:send_exit():587] handling runtime: 0
2023-10-30 11:47:50,943 INFO    SenderThread:15353 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-30 11:47:50,943 INFO    SenderThread:15353 [sender.py:send_exit():593] send defer
2023-10-30 11:47:50,943 DEBUG   HandlerThread:15353 [handler.py:handle_request():146] handle_request: defer
2023-10-30 11:47:50,943 INFO    HandlerThread:15353 [handler.py:handle_request_defer():172] handle defer: 0
2023-10-30 11:47:50,943 DEBUG   SenderThread:15353 [sender.py:send_request():407] send_request: defer
2023-10-30 11:47:50,943 INFO    SenderThread:15353 [sender.py:send_request_defer():609] handle sender defer: 0
2023-10-30 11:47:50,943 INFO    SenderThread:15353 [sender.py:transition_state():613] send defer: 1
2023-10-30 11:47:50,943 DEBUG   HandlerThread:15353 [handler.py:handle_request():146] handle_request: defer
2023-10-30 11:47:50,943 INFO    HandlerThread:15353 [handler.py:handle_request_defer():172] handle defer: 1
2023-10-30 11:47:50,943 DEBUG   SenderThread:15353 [sender.py:send_request():407] send_request: defer
2023-10-30 11:47:50,943 INFO    SenderThread:15353 [sender.py:send_request_defer():609] handle sender defer: 1
