2023-10-30 11:53:07,510 INFO    StreamThr :15427 [internal.py:wandb_internal():86] W&B internal server running at pid: 15427, started at: 2023-10-30 11:53:07.510256
2023-10-30 11:53:07,511 DEBUG   HandlerThread:15427 [handler.py:handle_request():146] handle_request: status
2023-10-30 11:53:07,518 INFO    WriterThread:15427 [datastore.py:open_for_write():85] open: /Users/noorainkazmi/Documents/GitHub/weights-biases/wandb/run-20231030_115307-gbmsjd28/run-gbmsjd28.wandb
2023-10-30 11:53:07,519 DEBUG   SenderThread:15427 [sender.py:send():380] send: header
2023-10-30 11:53:07,531 DEBUG   SenderThread:15427 [sender.py:send():380] send: run
2023-10-30 11:53:07,941 INFO    SenderThread:15427 [dir_watcher.py:__init__():211] watching files in: /Users/noorainkazmi/Documents/GitHub/weights-biases/wandb/run-20231030_115307-gbmsjd28/files
2023-10-30 11:53:07,942 INFO    SenderThread:15427 [sender.py:_start_run_threads():1122] run started: gbmsjd28 with start time 1698663187.511329
2023-10-30 11:53:07,950 DEBUG   HandlerThread:15427 [handler.py:handle_request():146] handle_request: check_version
2023-10-30 11:53:07,951 DEBUG   SenderThread:15427 [sender.py:send_request():407] send_request: check_version
2023-10-30 11:53:08,050 DEBUG   HandlerThread:15427 [handler.py:handle_request():146] handle_request: run_start
2023-10-30 11:53:08,056 DEBUG   HandlerThread:15427 [system_info.py:__init__():32] System info init
2023-10-30 11:53:08,056 DEBUG   HandlerThread:15427 [system_info.py:__init__():47] System info init done
2023-10-30 11:53:08,056 INFO    HandlerThread:15427 [system_monitor.py:start():194] Starting system monitor
2023-10-30 11:53:08,056 INFO    SystemMonitor:15427 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-30 11:53:08,057 INFO    HandlerThread:15427 [system_monitor.py:probe():214] Collecting system info
2023-10-30 11:53:08,057 INFO    SystemMonitor:15427 [interfaces.py:start():190] Started cpu monitoring
2023-10-30 11:53:08,058 INFO    SystemMonitor:15427 [interfaces.py:start():190] Started disk monitoring
2023-10-30 11:53:08,058 INFO    SystemMonitor:15427 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-30 11:53:08,060 INFO    SystemMonitor:15427 [interfaces.py:start():190] Started memory monitoring
2023-10-30 11:53:08,062 INFO    SystemMonitor:15427 [interfaces.py:start():190] Started network monitoring
2023-10-30 11:53:08,062 DEBUG   HandlerThread:15427 [system_info.py:probe():196] Probing system
2023-10-30 11:53:08,068 DEBUG   HandlerThread:15427 [system_info.py:_probe_git():181] Probing git
2023-10-30 11:53:08,081 DEBUG   HandlerThread:15427 [system_info.py:_probe_git():189] Probing git done
2023-10-30 11:53:08,082 DEBUG   HandlerThread:15427 [system_info.py:probe():244] Probing system done
2023-10-30 11:53:08,082 DEBUG   HandlerThread:15427 [system_monitor.py:probe():223] {'os': 'macOS-13.5-arm64-arm-64bit', 'python': '3.10.12', 'heartbeatAt': '2023-10-30T10:53:08.062904', 'startedAt': '2023-10-30T10:53:07.500857', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/noorainkazmi/Documents/GitHub/weights-biases/iris--model.py', 'codePathLocal': 'iris--model.py', 'codePath': 'iris--model.py', 'git': {'remote': 'https://github.com/noorains/weights-biases.git', 'commit': '40b29b34d36d37aa5d44ce3c1c3ef228984b5c04'}, 'email': '142994595+nskazmi@users.noreply.github.com', 'root': '/Users/noorainkazmi/Documents/GitHub/weights-biases', 'host': 'Noorains-MacBook-Air.local', 'username': 'noorainkazmi', 'executable': '/Users/noorainkazmi/Documents/GitHub/weights-biases/decision_tree_env/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 460.4317207336426, 'used': 8.884220123291016}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-10-30 11:53:08,082 INFO    HandlerThread:15427 [system_monitor.py:probe():224] Finished collecting system info
2023-10-30 11:53:08,082 INFO    HandlerThread:15427 [system_monitor.py:probe():227] Publishing system info
2023-10-30 11:53:08,082 DEBUG   HandlerThread:15427 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-30 11:53:08,082 DEBUG   HandlerThread:15427 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-30 11:53:08,082 INFO    HandlerThread:15427 [system_monitor.py:probe():229] Finished publishing system info
2023-10-30 11:53:08,085 DEBUG   SenderThread:15427 [sender.py:send():380] send: files
2023-10-30 11:53:08,085 INFO    SenderThread:15427 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-30 11:53:08,089 DEBUG   HandlerThread:15427 [handler.py:handle_request():146] handle_request: stop_status
2023-10-30 11:53:08,089 DEBUG   HandlerThread:15427 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-30 11:53:08,089 DEBUG   SenderThread:15427 [sender.py:send_request():407] send_request: stop_status
2023-10-30 11:53:08,377 DEBUG   SenderThread:15427 [sender.py:send():380] send: telemetry
2023-10-30 11:53:08,378 DEBUG   SenderThread:15427 [sender.py:send():380] send: exit
2023-10-30 11:53:08,378 INFO    SenderThread:15427 [sender.py:send_exit():585] handling exit code: 1
2023-10-30 11:53:08,378 INFO    SenderThread:15427 [sender.py:send_exit():587] handling runtime: 0
2023-10-30 11:53:08,378 INFO    SenderThread:15427 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-30 11:53:08,378 INFO    SenderThread:15427 [sender.py:send_exit():593] send defer
2023-10-30 11:53:08,379 DEBUG   HandlerThread:15427 [handler.py:handle_request():146] handle_request: defer
2023-10-30 11:53:08,379 INFO    HandlerThread:15427 [handler.py:handle_request_defer():172] handle defer: 0
2023-10-30 11:53:08,379 DEBUG   SenderThread:15427 [sender.py:send_request():407] send_request: defer
2023-10-30 11:53:08,379 INFO    SenderThread:15427 [sender.py:send_request_defer():609] handle sender defer: 0
2023-10-30 11:53:08,379 INFO    SenderThread:15427 [sender.py:transition_state():613] send defer: 1
2023-10-30 11:53:08,379 DEBUG   HandlerThread:15427 [handler.py:handle_request():146] handle_request: defer
2023-10-30 11:53:08,379 INFO    HandlerThread:15427 [handler.py:handle_request_defer():172] handle defer: 1
2023-10-30 11:53:08,379 DEBUG   SenderThread:15427 [sender.py:send_request():407] send_request: defer
2023-10-30 11:53:08,379 INFO    SenderThread:15427 [sender.py:send_request_defer():609] handle sender defer: 1
2023-10-30 11:53:08,379 INFO    SenderThread:15427 [sender.py:transition_state():613] send defer: 2
2023-10-30 11:53:08,379 DEBUG   HandlerThread:15427 [handler.py:handle_request():146] handle_request: defer
2023-10-30 11:53:08,379 INFO    HandlerThread:15427 [handler.py:handle_request_defer():172] handle defer: 2
2023-10-30 11:53:08,379 INFO    HandlerThread:15427 [system_monitor.py:finish():203] Stopping system monitor
2023-10-30 11:53:08,379 INFO    HandlerThread:15427 [interfaces.py:finish():202] Joined cpu monitor
2023-10-30 11:53:08,379 INFO    HandlerThread:15427 [interfaces.py:finish():202] Joined disk monitor
2023-10-30 11:53:08,379 DEBUG   SystemMonitor:15427 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-10-30 11:53:08,379 DEBUG   SystemMonitor:15427 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2023-10-30 11:53:08,379 DEBUG   SystemMonitor:15427 [system_monitor.py:_start():183] Publishing last batch of metrics
2023-10-30 11:53:08,556 INFO    HandlerThread:15427 [interfaces.py:finish():202] Joined gpuapple monitor
2023-10-30 11:53:08,556 INFO    HandlerThread:15427 [interfaces.py:finish():202] Joined memory monitor
2023-10-30 11:53:08,556 INFO    HandlerThread:15427 [interfaces.py:finish():202] Joined network monitor
2023-10-30 11:53:08,557 DEBUG   SenderThread:15427 [sender.py:send_request():407] send_request: defer
