2023-10-30 13:02:16,645 INFO    StreamThr :16061 [internal.py:wandb_internal():86] W&B internal server running at pid: 16061, started at: 2023-10-30 13:02:16.645225
2023-10-30 13:02:16,647 DEBUG   HandlerThread:16061 [handler.py:handle_request():146] handle_request: status
2023-10-30 13:02:16,654 INFO    WriterThread:16061 [datastore.py:open_for_write():85] open: /Users/noorainkazmi/Documents/GitHub/weights-biases/wandb/run-20231030_130216-y8yyc2tm/run-y8yyc2tm.wandb
2023-10-30 13:02:16,654 DEBUG   SenderThread:16061 [sender.py:send():380] send: header
2023-10-30 13:02:16,668 DEBUG   SenderThread:16061 [sender.py:send():380] send: run
2023-10-30 13:02:17,092 INFO    SenderThread:16061 [dir_watcher.py:__init__():211] watching files in: /Users/noorainkazmi/Documents/GitHub/weights-biases/wandb/run-20231030_130216-y8yyc2tm/files
2023-10-30 13:02:17,092 INFO    SenderThread:16061 [sender.py:_start_run_threads():1122] run started: y8yyc2tm with start time 1698667336.645925
2023-10-30 13:02:17,107 DEBUG   HandlerThread:16061 [handler.py:handle_request():146] handle_request: check_version
2023-10-30 13:02:17,107 DEBUG   SenderThread:16061 [sender.py:send_request():407] send_request: check_version
2023-10-30 13:02:17,211 DEBUG   HandlerThread:16061 [handler.py:handle_request():146] handle_request: run_start
2023-10-30 13:02:17,218 DEBUG   HandlerThread:16061 [system_info.py:__init__():32] System info init
2023-10-30 13:02:17,218 DEBUG   HandlerThread:16061 [system_info.py:__init__():47] System info init done
2023-10-30 13:02:17,218 INFO    HandlerThread:16061 [system_monitor.py:start():194] Starting system monitor
2023-10-30 13:02:17,219 INFO    SystemMonitor:16061 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-30 13:02:17,219 INFO    HandlerThread:16061 [system_monitor.py:probe():214] Collecting system info
2023-10-30 13:02:17,219 INFO    SystemMonitor:16061 [interfaces.py:start():190] Started cpu monitoring
2023-10-30 13:02:17,220 INFO    SystemMonitor:16061 [interfaces.py:start():190] Started disk monitoring
2023-10-30 13:02:17,220 DEBUG   HandlerThread:16061 [system_info.py:probe():196] Probing system
2023-10-30 13:02:17,224 INFO    SystemMonitor:16061 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-30 13:02:17,226 INFO    SystemMonitor:16061 [interfaces.py:start():190] Started memory monitoring
2023-10-30 13:02:17,227 INFO    SystemMonitor:16061 [interfaces.py:start():190] Started network monitoring
2023-10-30 13:02:17,231 DEBUG   HandlerThread:16061 [system_info.py:_probe_git():181] Probing git
2023-10-30 13:02:17,247 DEBUG   HandlerThread:16061 [system_info.py:_probe_git():189] Probing git done
2023-10-30 13:02:17,247 DEBUG   HandlerThread:16061 [system_info.py:probe():244] Probing system done
2023-10-30 13:02:17,247 DEBUG   HandlerThread:16061 [system_monitor.py:probe():223] {'os': 'macOS-13.5-arm64-arm-64bit', 'python': '3.10.12', 'heartbeatAt': '2023-10-30T12:02:17.223889', 'startedAt': '2023-10-30T12:02:16.633324', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/noorainkazmi/Documents/GitHub/weights-biases/iris--model.py', 'codePathLocal': 'iris--model.py', 'codePath': 'iris--model.py', 'git': {'remote': 'https://github.com/noorains/weights-biases.git', 'commit': '40b29b34d36d37aa5d44ce3c1c3ef228984b5c04'}, 'email': '142994595+nskazmi@users.noreply.github.com', 'root': '/Users/noorainkazmi/Documents/GitHub/weights-biases', 'host': 'Noorains-MacBook-Air.local', 'username': 'noorainkazmi', 'executable': '/Users/noorainkazmi/Documents/GitHub/weights-biases/decision_tree_env/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 460.4317207336426, 'used': 8.884220123291016}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-10-30 13:02:17,247 INFO    HandlerThread:16061 [system_monitor.py:probe():224] Finished collecting system info
2023-10-30 13:02:17,247 INFO    HandlerThread:16061 [system_monitor.py:probe():227] Publishing system info
2023-10-30 13:02:17,247 DEBUG   HandlerThread:16061 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-30 13:02:17,247 DEBUG   HandlerThread:16061 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-30 13:02:17,248 INFO    HandlerThread:16061 [system_monitor.py:probe():229] Finished publishing system info
2023-10-30 13:02:17,250 DEBUG   SenderThread:16061 [sender.py:send():380] send: files
2023-10-30 13:02:17,250 INFO    SenderThread:16061 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-30 13:02:17,253 DEBUG   HandlerThread:16061 [handler.py:handle_request():146] handle_request: stop_status
2023-10-30 13:02:17,254 DEBUG   SenderThread:16061 [sender.py:send_request():407] send_request: stop_status
2023-10-30 13:02:17,254 DEBUG   HandlerThread:16061 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-30 13:02:17,258 DEBUG   HandlerThread:16061 [handler.py:handle_request():146] handle_request: partial_history
2023-10-30 13:02:17,463 DEBUG   SenderThread:16061 [sender.py:send():380] send: telemetry
2023-10-30 13:02:17,463 DEBUG   SenderThread:16061 [sender.py:send():380] send: telemetry
2023-10-30 13:02:17,463 DEBUG   SenderThread:16061 [sender.py:send():380] send: config
2023-10-30 13:02:17,463 DEBUG   SenderThread:16061 [sender.py:send():380] send: config
